,Building Information,,,,,,,,Events Information,,,,,Ordinate  Intensity Measures,,,,,,Spectral Intensity Measures ,,,,,,Building Response,,,,Building Frequency ,,Average spectral values,,,Duration of Strong Motion,,,,,,,,,,,,,,,
Network,Building ID,B_Lat.,B_Long.,Soil info.,Vs30,Height,No. of story,Typology,Event Date,E_Lat.,E_Long.,Magnitude,Epicentral distance (R),PGA,PGV,PGD,AI,DP,CAV,SA1,SV1,SD1,SA2,SV2,SD2,Drift,PTA,PTV,PTD,F1,F2,Avg_Sa,Avg_Sv,Avg_Sd,Effective,Bracketed 1 [0.05g],Uniform [0.05g],Bracketed [0.1g],Uniform [0.1g],Bracketed [0.15g],Uniform [0.15g],Bracketed [0.2g],Uniform [0.2g],Significant_a1 [(5-75)%],Significant_a2 [(5-95)%],Significant_v1 [(5-75)%],Significant_v2 [(5-95)%],Significant_d1 [(5-75)%],Significant_d2 [(5-95)%],ZX
,,[degree],[degree],Unnamed: 4_level_2,[m/s2],[cm],Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,[degree],[degree],[Mw],[km],[cm/s2],[cm/s],[cm],[cm/s],[cm*s],[cm/s],[cm/s2],[cm/s],[cm],[cm/s2],[cm/s],[cm],[cm/cm],[cm/s2],[cm/s],[cm],Hz,Hz,[cm/s2],[cm/s],[cm],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec]
,,35.8301,139.8722,,218,2980,7,SRC,'201104130836_MST_01F_258_1.',35.4867,140.8783,5.3,98.6,2.61527872986083,0.27043212877141,0.0536748068704541,0.032177659337411,0.00112771896110727,33.2670945762021,9.19765676634973,0.902397700948191,0.0972527164833955,5.40978632070251,0.816010443278693,0.119645890334496,-0.125594910312308,10.9212297938981,1.02196566548783,0.121697342304449,1.53762662807525,1.06772062738074,7.51905633235641,0.925682642129425,0.114942109165627,0,0,0,0,0,0,0,0,0,31.73,74.69,42.27,84.8,54.34,94.17,16.0186783447383
,,35.8301,139.8722,,218,2980,7,SRC,'201104131007_MST_01F_258_1.',36.915,140.7067,5.7,141.9,8.21567933892492,0.826524291597205,0.203473478135318,0.231314198883439,0.00983374211429224,96.3300052102273,9.07052447249931,0.562552023129981,0.0664599185712665,16.3720841996789,2.26853862942212,0.324418457365096,-0.0319243209814966,10.3032360034021,1.30950917685788,0.30278060328947,1.84608007672021,1.12331876894123,16.1244590162348,1.72427693516388,0.224234711188264,0,0.0399999999999992,0,0,0,0.03,0,0,0,35.7,80.23,51.04,128.78,124.35,132.2,28.8334952191266
,,35.8301,139.8722,,218,2980,7,SRC,'201104140735_MST_01F_258_1.',36.7783,140.5717,5.1,122.7,2.24163216195547,0.320651859586575,0.0630160919949257,0.0367226066126495,0.000963073818293025,34.9266536226483,4.87159906759706,0.272564872251804,0.0214716690930627,10.4843122274973,1.49370462605207,0.207515374021809,-0.183608357077183,5.41290752368279,0.683489856000273,0.111932196229506,2.36372407139412,1.12747044444229,7.87082419387167,0.811323952600246,0.101364873501147,0,0,0,0,0,0,0,0,0,30.82,60.04,32.98,67.02,35.72,75.57,18.8741507516385
,,35.8301,139.8722,,218,2980,7,SRC,'201104141208_MST_01F_258_1.',36.9833,140.7717,5.4,151.4,2.71192444516867,0.375042629556415,0.0786182255077911,0.0594810352382693,0.00329306769485228,48.8814158389475,5.0532764974579,0.391723499638583,0.0327655981625496,6.39120484046063,1.36662727713013,0.241909080875627,0.0283335687448786,7.39809469183396,0.76750264314263,0.121210036159056,1.94828408007626,0.81055187533408,8.56123935667659,1.14664015456559,0.16616241438004,0,0,0,0,0,0,0,0,0,41.17,76.62,44.07,89.71,57.92,109.04,23.5801898257163
,,35.8301,139.8722,,218,2980,7,SRC,'201104161119_MST_01F_258_1.',36.34,139.945,5.9,57.1,23.9336901771026,2.83706295734106,0.647984371535573,1.08539605140785,0.0420464465162542,212.28279798908,39.6225220808043,2.07986771218305,0.20883882802862,36.8333150543098,6.8308765330717,1.13907236733293,0.275750378898076,55.2925600644459,5.35757243194629,1.02034478370893,2.16974346679453,0.899479062133614,42.3457426216685,4.89441672999797,0.691728292485636,0,14.38,7.77,5.95,0.77,3.26,1.13,0.45,0.335,23.65,93.37,80.84,141.33,120.5,173.3,33.9998036072349
,,35.8301,139.8722,,218,2980,7,SRC,'201104192310_MST_01F_258_1.',36.1683,139.8067,5,38.1,4.09566133267279,0.348324548580536,0.0341594083372973,0.0556925260847406,0.000666884679307183,41.2406122383732,7.16676774595243,0.526065336965837,0.0411321732192356,3.05126033002858,0.628214125037677,0.106223100896908,-0.141935663829622,8.24718790308945,0.865626781521276,0.0995761203299559,2.10478151452757,0.847884536400598,5.95484423830303,0.774460207652152,0.0986732915643755,0,0,0,0,0,0,0,0,0,24.88,58.2,39.01,85.25,61.88,93.1,16.9007176908048
,,35.8301,139.8722,,218,2980,7,SRC,'201104212237_MST_01F_258_1.',35.675,140.685,6,75.3,8.48928483408859,1.51473160606824,0.290668137981232,0.540719759390535,0.0216907195933993,172.323028413483,22.6877916299178,2.17760693119524,0.233156183693185,17.4363546169061,3.32173966695935,0.671654626036549,0.94617698764591,21.1015630453792,3.16452994457437,0.561425254534643,1.5618125824901,0.808139571675993,28.3123735181888,3.94305911530969,0.593659227711444,0,16.13,0,0,0,0.48,0,0,0,32.31,107.86,59.48,183.35,172.37,218.26,50.0909370522392
,,35.8301,139.8722,,218,2980,7,SRC,'201104262112_MST_01F_258_1.',36.085,139.975,5,29.8,6.69746540678794,0.721728033656782,0.125280575992574,0.0655153019691552,0.000897018363358253,40.4711136173625,7.91461484619245,0.579634139799086,0.0456799402466141,9.46760490561715,1.58246224503143,0.266001882814917,-0.149045615275368,12.6790019061991,1.2363990620508,0.191238986374893,2.09906199954244,0.944978637733281,10.1491390176024,1.19197360717336,0.161465182950983,0,0,0,0,0,0,0,0,0,17.72,47.42,24.41,67.4,29.48,77.35,12.7494678059592
,,35.8301,139.8722,,218,2980,7,SRC,'201105140835_MST_01F_258_1.',37.3267,141.6283,5.9,228.7,1.94815680550894,0.272599994989526,0.0779956178241314,0.0369455726302952,0.00142789359134829,42.2884117830935,6.01472549816236,0.494656946598045,0.0541155020754547,6.11905136616194,0.983194174175869,0.153215950381845,-0.158717845555528,5.99812947995349,0.728200944179408,0.097147662215682,1.66060054595086,0.995607132649659,7.34152702694251,0.885282311814219,0.119585386686335,0,0,0,0,0,0,0,0,0,51.75,103.13,71.03,112.83,104.34,117.6,35.3234697537373
,,35.8301,139.8722,,218,2980,7,SRC,'201105200946_MST_01F_258_1.',35.8,141.175,5.8,117.5,3.0212611272898,0.496476115644365,0.155435767828674,0.0992903926668779,0.00415419514773611,71.5285661214818,8.90113304441843,0.789320732457167,0.0799669413778233,6.32824063036046,1.22360923967197,0.213089717295881,-0.108737998594591,10.0714713755179,1.16428062934262,0.243462736772897,1.65652072114259,0.86395023705126,10.6879357300335,1.45269651638741,0.205497026619679,0,0,0,0,0,0,0,0,0,42.89,112.7,66.61,133.34,90.82,140.01,40.0423396805446
,,35.8301,139.8722,,218,2980,7,SRC,'201105201753_MST_01F_258_1.',35.9883,140.0883,4.6,26.2,6.23883803817139,0.570686454890801,0.068856542233523,0.0304956792151621,0.00036907152911857,24.5640176096573,8.40486467456513,0.636549828292169,0.0502726484265829,6.99934611069303,0.959727768282408,0.123309714575512,0.0362482662108557,10.4862274205375,1.04422397874593,0.136596296645478,2.04335465529495,1.19188955969655,7.62546688099016,0.828691524357449,0.0859834378263575,0,0,0,0,0,0,0,0,0,12.81,38.6,21.93,54.2,34.58,80.76,7.9032109869572
,,35.8301,139.8722,,218,2980,7,SRC,'201105220706_MST_01F_258_1.',35.7283,140.6433,5.5,70.5,6.34637193996646,0.841408049312726,0.140089382646246,0.22967411520619,0.00664791911539101,95.5679996102485,18.2274695855881,0.784914577651685,0.0432649177114467,15.1607721637806,2.25525936748462,0.334719608040766,0.0570095013241111,19.0456709673183,2.50278443290431,0.35664174007588,3.19720887668726,1.06949045113221,18.8596315602204,1.79777907137199,0.19913542539085,0,0,0,0,0,0,0,0,0,29.05,67.56,37.5,86.34,52.81,132.43,24.6074593745817
,,35.8301,139.8722,,218,2980,7,SRC,'201105250919_MST_01F_258_1.',35.9233,140.1383,4.5,26.1,2.26650248425336,0.20491638374455,0.0357314633347376,0.0120163119585969,0.000109454300049407,16.0293911756971,3.60206455930257,0.23775654109234,0.01905336846957,4.86170198734572,0.735026494916361,0.100744631549793,-0.207713808487506,5.05841856102151,0.473893524376644,0.0652638972025706,2.17747600093655,1.09920469146102,5.01390802223427,0.525227214926885,0.0635159236376423,0,0,0,0,0,0,0,0,0,18.13,39.23,22.68,41.63,29.88,51.52,9.44391656645601
,,35.8301,139.8722,,218,2980,7,SRC,'201106091938_MST_01F_258_1.',36.4967,140.97,5.7,123.3,2.58205426459852,0.352999316077306,0.109618779170796,0.0574808143857344,0.0021532875316196,52.7336466533988,7.49907901717736,0.69936435252055,0.0768374379688868,7.11542178158017,1.01629271540611,0.15408788508143,-0.161353112551493,6.90589635959833,0.780806386171337,0.134515572823099,1.56552419354839,1.07112970711297,8.7243032053402,1.04189276653019,0.136327845863011,0,0,0,0,0,0,0,0,0,44.65,98.41,61.48,105.12,68.59,111.71,37.9222035743115
,,35.8301,139.8722,,218,2980,7,SRC,'201106182031_MST_01F_258_1.',37.6167,141.82,6,263.8,2.11879700174095,0.40741006127871,0.127216554298224,0.066212455484642,0.0040843601059346,64.3508796037094,7.14893387087241,0.763807404426699,0.100708123804709,5.58873078323641,1.19932252436194,0.240497033974343,-0.20182755525545,4.70271136703985,0.596477660359255,0.137085800148084,1.32462239271158,0.761461345888114,7.33651874105293,1.13334211624175,0.191114386059569,0,0,0,0,0,0,0,0,0,66.64,128.98,76.71,130.93,90.59,140.36,56.3756952747166
,,35.8301,139.8722,,218,2980,7,SRC,'201106211749_MST_01F_258_1.',35.7583,141.4733,5.5,144.6,2.37076179861015,0.376747171222036,0.0977655067704253,0.0379537782061655,0.00236136546137979,37.217451681983,6.00372673338593,0.424225881358981,0.0422573365087849,8.35936673640015,1.34634079298787,0.200791568956255,-0.200657999878246,5.01673669063664,0.633677349305853,0.119127927361945,1.89528547737503,1.02263621620117,9.37320453472777,1.08779634005096,0.14353626274994,0,0,0,0,0,0,0,0,0,38.71,74.84,38.37,71.98,41.48,73.12,17.3724503780607
,,35.8301,139.8722,,218,2980,7,SRC,'201106230650_MST_01F_258_1.',0,0,0,0,2.96374835939136,0.519450538781083,0.112572440049193,0.0683947524033926,0.00522601188302742,60.0408275600753,4.14726357966656,0.226705811373898,0.0250130650384139,11.1775557798464,1.86103579545033,0.291015767221362,-0.179385534018414,5.16375561995324,0.776704817668613,0.163590666135838,2.03207911239749,0.979660602858523,8.97804823978489,1.07143301405381,0.146085159448909,0,0,0,0,0,0,0,0,0,49.61,102.82,75.99,128.56,106.65,138.14,35.5833346206648
,,35.8301,139.8722,,218,2980,7,SRC,'201107070015_MST_01F_258_1.',36.3733,141.7867,5.9,182.3,2.14993765139761,0.289895385284862,0.116699336658511,0.0534963144801089,0.00360288752470172,51.4069663500416,4.84393587989968,0.298730632912341,0.0245039852035049,6.8923086783852,1.15967007414578,0.19378404130491,-0.197786421322757,4.96538051080372,0.603719202941221,0.13056232738571,2.22968113162311,0.94531655457341,8.04238080420385,0.931613624953539,0.124065316494277,0,0,0,0,0,0,0,0,0,42.11,107.13,65.84,110.91,74.78,116.14,34.0911260602161
,,35.8301,139.8722,,218,2980,7,SRC,'201107100957_MST_01F_258_1.',38.0317,143.5067,7.3,405.3,4.47566120351621,1.40125070549785,0.696859436736727,0.402711364463201,0.0418154748560308,202.193448116134,7.65150077818906,0.245389936462752,0.0184121789244419,13.1022430279722,2.5217681918868,0.590480252283958,-0.0691668611996834,9.61618147214139,1.5315047574668,0.694632956570196,3.1971267074894,0.747750197195191,12.927976688141,1.71362139878218,0.289465030898866,0,0,0,0,0,0,0,0,0,117.48,214.66,145.06,208.18,129.27,189.06,182.583483203525
,,35.8301,139.8722,,218,2980,7,SRC,'201107152101_MST_01F_258_1.',36.1633,140.0833,5.4,41.6,13.6470178116478,1.9008357101574,0.439394398043667,0.326124125993094,0.00803158209025345,98.4664138164276,37.1300020513794,2.41806280602132,0.147151351752337,22.4601191294251,3.47244606610313,0.551183958428148,0.147940428781961,33.5939126646643,3.79240554174237,0.710401814920369,2.50224921277553,1.01519669090097,25.0484156299649,2.55093295103327,0.306013685396085,0,2.75,2.7,0.609999999999996,0,0.785,0.27,0.1,0,18.78,71.32,31.95,107.68,64,137.43,20.930066225614
,,35.8301,139.8722,,218,2980,7,SRC,'201107250351_MST_01F_258_1.',37.7083,141.6267,6.3,260.8,4.39758404478889,0.643359877702715,0.180216160894114,0.152801788702472,0.0107900524664467,94.977497793042,10.1603803931953,0.92782377916237,0.100580416398479,9.56188180176238,1.77859405860109,0.300517730485433,-0.114239219104336,7.66847279533179,0.942792478671634,0.248807002234979,1.57918149466192,0.893261220696141,13.0903539268137,1.75037084833566,0.258791306947649,0,0,0,0,0,0,0,0,0,62.79,112.21,82.58,137.06,101.42,146.1,52.6448709505262
,,35.8301,139.8722,,218,2980,7,SRC,'201107252054_MST_01F_258_1.',35.2433,141.2317,5.7,139.2,4.15194562083083,0.864038850839347,0.167795869402432,0.0903584365912525,0.00661819901386341,71.5628943935748,11.484198875028,0.919421860235875,0.129388712146443,11.5850455442851,2.12972360152999,0.364001360296138,0.298714829960318,7.88453771141464,1.27319683916458,0.224178748706103,1.48951382268827,0.89094004650436,13.6242894351758,1.82265838880741,0.278543074494959,0,0,0,0,0,0,0,0,0,56.84,137.68,93.14,142.04,126.28,162,45.7865766152514
,,35.8301,139.8722,,218,2980,7,SRC,'201107292353_MST_01F_258_1.',36.6867,142.1333,5.6,224,1.94161306080278,0.268040187852026,0.053727242498509,0.029110852843528,0.00163725523343125,34.2912832724085,7.77458044710989,0.818140883893957,0.106605757463773,7.66531941307464,1.24167358783877,0.187957573228727,-0.0710873364645643,3.77128660175545,0.418601827449323,0.0754475848132581,1.34859745864301,1.01008812044049,7.95158949235552,1.07066887171116,0.14884253855216,0,0,0,0,0,0,0,0,0,35.82,83.4,47.67,90.12,57.33,95.51,21.4805840511523
,,35.8301,139.8722,,218,2980,7,SRC,'201107310353_MST_01F_258_1.',36.9017,141.22,6.5,169.6,7.10926027325976,0.76515917268462,0.255228362138004,0.404954908608149,0.0163548258573689,153.858832574771,16.7614030362985,0.808761384186688,0.0452758518751302,18.9603199555141,3.51929711914417,0.542998662389022,-0.0505378150739298,19.654982606127,2.26326421598445,0.270615312642183,3.02025139664804,0.937369517416356,19.6600321710871,2.20379531091,0.281044545528141,0,0.0200000000000031,0,0,0,0,0,0,0,44.35,108.5,92.11,186.3,171.36,192.18,54.3821209783325
,,35.8301,139.8722,,218,2980,7,SRC,'201108012358_MST_01F_258_1.',34.7083,138.5467,6.2,173.3,4.32332848612212,1.04841584396146,0.323283320604812,0.247064403262595,0.0263312459636154,114.938148818135,8.67668277182595,0.722952975761083,0.0836900362699138,18.3209830921209,3.1744995476369,0.640883266843897,-0.0894462361966246,7.92677532798125,1.33191771012946,0.355449183054971,1.60031667043655,0.848986077236999,14.4405517014867,1.96230517221289,0.31729308065908,0,0,0,0,0,0,0,0,0,54.9,96.51,60.77,139.46,103.9,156.27,40.4436558655318
,,35.8301,139.8722,,218,2980,7,SRC,'201108120322_MST_01F_258_1.',36.9683,141.16,6.1,171.2,4.20707133294825,0.515538075131591,0.105164350775682,0.141007205488441,0.00540107802551681,89.3600431014664,10.8623330697073,0.489182572036723,0.0275610192622042,6.57315730773961,1.30652727053875,0.2334452963695,0.12333385008237,11.6449502846176,1.37086400422927,0.16217583031146,3.10540279787747,0.841028812667596,12.5137436702241,1.49219838129815,0.200332251743927,0,0,0,0,0,0,0,0,0,47.54,111.54,72.68,141.33,131.26,158.98,48.1901599735634
,,35.8301,139.8722,,218,2980,7,SRC,'201108191436_MST_01F_258_1.',37.6483,141.7967,6.5,265.1,3.40624394815319,0.590138776419725,0.301434693607536,0.166520902332073,0.00730618137237393,116.78476224919,6.2648642649836,0.432431047103715,0.0375931729007545,8.74762131676373,1.81257651111845,0.365223939408482,-0.161951653049108,6.84776186568124,0.895406067765827,0.305568709393116,2.03810902074288,0.774793280292555,10.1426194033409,1.37595777234559,0.219897517512549,0,0,0,0,0,0,0,0,0,82.4,158.65,144.5,180.92,155.68,197.15,102.862540814396
,,35.8301,139.8722,,218,2980,7,SRC,'201108221736_MST_01F_258_1.',36.085,140.155,4.7,38.1,1.55068823625914,0.132748922621912,0.0276797951507824,0.012831383812111,0.000151270497560374,18.4752963015386,4.34737728204465,0.451584162132112,0.051611668952463,5.23047621070282,0.677331894399484,0.0755113767794122,-0.149066163735543,3.85549672564697,0.362342134199478,0.0460794036061067,1.45972354623451,1.32179739501479,4.97892459309345,0.587505709429401,0.0656247420980711,0,0,0,0,0,0,0,0,0,21.8,49.67,27.51,57.93,35.14,70.07,11.0131854341701
,,35.8301,139.8722,,218,2980,7,SRC,'201108222023_MST_01F_258_1.',36.1067,141.9833,6.1,192.5,2.29232683567384,0.33019547182824,0.105405258316247,0.0418667257326924,0.00259500030367405,40.4016815842746,8.86272812385609,0.963302542724234,0.114955157422374,5.94402902206887,0.999719905343435,0.14869196724456,-0.171987976542487,7.26040825661594,0.817470098775119,0.13701741750502,1.39290882778582,0.997227303651403,8.13616936843544,1.11945369751475,0.146874808156835,0,0,0,0,0,0,0,0,0,34.85,81.93,56.95,96.45,78.31,100.01,21.2201610615308
,,35.8301,139.8722,,218,2980,7,SRC,'201108311832_MST_01F_258_1.',35.5567,140.0967,4.6,36.5,3.961213874315,0.311152525652927,0.0629143212767738,0.029559373728376,0.000252572856516736,23.6423171468921,6.46265975522451,0.387064510279799,0.0245381736767022,6.76024993254003,0.703012280580193,0.0900459569080523,-0.0492484525433817,8.87876485416292,0.581888128350802,0.0817803018793681,2.58331335411172,1.37760040180516,5.86615313931691,0.490787094201515,0.0488478710263301,0,0,0,0,0,0,0,0,0,13.4,32.6,20.91,44.92,20.99,69.52,6.85577150117657
,,35.8301,139.8722,,218,2980,7,SRC,'201109040552_MST_01F_258_1.',35.8717,139.6083,4.7,24.2,6.69943558337948,0.809522152906398,0.136607474504834,0.0474237767214604,0.00085968113081964,29.7193603301107,7.05661221312156,0.325693605008895,0.0191701078670137,15.0845913382589,2.32397283805496,0.326437731986527,0.305542258960814,16.8275289951882,2.18702305151378,0.26021905383007,3.05682090625749,1.07532060169226,14.1150928167081,1.39232061660552,0.166388164701238,0,0,0,0,0,0,0,0,0,12.17,42.99,15,55.15,21.36,66.02,8.19971221141398
,,35.8301,139.8722,,218,2980,7,SRC,'201109101500_MST_01F_258_1.',36.4283,140.6933,4.8,99.3,1.39885682542677,0.130570251304387,0.0248396849308931,0.00941636258114326,0.000127316962968405,16.6615195834452,3.44867448699182,0.308088904480116,0.0309935466843681,2.61839801905642,0.29017479931056,0.0321298418216431,-0.221906720566513,3.72099149285192,0.326226175967443,0.0379005936013318,1.67825461520019,1.41957270643714,3.08974550452104,0.307407909336849,0.0323997396645965,0,0,0,0,0,0,0,0,0,25.26,62.71,36.99,69.11,47.02,78.48,12.3272805631755
,,35.8301,139.8722,,218,2980,7,SRC,'201109111909_MST_01F_258_1.',35.61,140.0317,4.3,28.4,4.03766701452204,0.315157105742431,0.0694844245999659,0.0130176799896001,0.000104396631683137,14.6074229456777,7.51301420149513,0.53272028769963,0.0361236239078172,5.47120511240862,0.568797975757093,0.0575996679606663,-0.167546712882277,8.31582656699558,0.910028986547269,0.100890072653004,2.26406101048618,1.53363904523027,5.89908837901041,0.501336577477187,0.0437998365892305,0,0,0,0,0,0,0,0,0,10.79,36.05,10.73,40.27,11.93,54.18,5.07179763757543
,,35.8301,139.8722,,218,2980,7,SRC,'201109151700_MST_01F_258_1.',36.255,141.4833,6.3,152.4,5.81244614103636,0.999390838204044,0.299131513542424,0.243122011360133,0.0132558472529063,121.867305191056,16.7543717989708,1.0187514511052,0.0847345406255268,15.7400256609993,2.6571918343229,0.442508095834353,-0.0953133415113339,14.0754218811167,1.52315930416468,0.314882450569884,2.22696043591566,0.943450809844877,16.7823621079014,1.95642311644215,0.246677289413192,0,0,0,0,0,0,0,0,0,45.73,138.98,128.9,159.88,145.26,167.92,56.0075378452868
,,35.8301,139.8722,,218,2980,7,SRC,'201109212230_MST_01F_258_1.',36.7367,140.5767,5.2,119,2.30326863816477,0.237096477602822,0.0387779100672784,0.0219257969481672,0.000414534598551285,25.5987077516863,4.8468374849215,0.395262779323351,0.0393750989324061,3.90098878663434,0.595762764663928,0.0956184443415409,-0.181612796063202,6.06137457558118,0.613630955514635,0.0728067256586708,1.74418604651163,1.01374141299713,4.95942054453639,0.60712777751461,0.0766054501479756,0,0,0,0,0,0,0,0,0,24.69,54.43,33.94,77.22,45.66,87.91,12.1425497767903
,,35.8301,139.8722,,218,2980,7,SRC,'201109231715_MST_01F_258_1.',36.6917,140.6167,5.1,116.8,1.70512851234761,0.254968823398411,0.0600089360038016,0.0212233960433659,0.000427559778771658,25.1680500731713,7.88532154446858,0.911172927783719,0.113916431953387,6.93228710877925,1.03234233533161,0.153297899108256,-0.0661971138397705,4.02950028680593,0.48851074087984,0.0726411264456333,1.31757520922868,1.06756150666574,8.85769685370144,1.1843913725735,0.158503934468848,0,0,0,0,0,0,0,0,0,24.98,53.98,27.61,64.03,32.96,73.09,14.0766726557957
,,35.8301,139.8722,,218,2980,7,SRC,'201109291905_MST_01F_258_1.',37.1317,140.8683,5.4,169.9,1.95485154105555,0.262635568160862,0.081539576730663,0.0366757833893944,0.00129435651725911,37.0835869322985,3.28516524401723,0.213032417838185,0.0213163404537903,5.48044403454292,0.883535940577656,0.148504380006004,-0.207428341067055,3.93590565096819,0.456195165951244,0.0951623202876839,1.96615824594852,0.95788260373167,7.26407010887154,0.893310230709041,0.118658792837381,0,0,0,0,0,0,0,0,0,32.93,70.37,39.86,89.33,63.12,100.8,23.92600817976
